order_id,customer_id,order_date,product_category,quantity,revenue,discount,cost_of_goods,shipping_cost,delivery_region_cost,payment_processing_fee,order_status,refund_amount,net_revenue,gross_margin
21472,2827,02-03-2021,Electronics,3,246.75,29.68,156.36,61.78,14.06,6.68,Completed,0,217.07,-1.07
21473,2827,13-03-2021,Grocery,2,347.02,60.8,222.73,118.04,46.69,8.72,Completed,0,286.22,-54.55
21474,2828,03-03-2021,Fashion,1,1189.43,328.16,462.66,107.92,27.51,24.14,Completed,0,861.27,290.69
21475,2828,21-04-2021,Grocery,3,979.44,241.73,595.35,81.22,19.24,27.11,Completed,0,737.71,61.14
21476,2828,28-04-2021,Beauty,1,339.57,45.4,175.61,105.65,24.69,10,Completed,0,294.17,12.91
21477,2828,05-08-2021,Electronics,1,222.19,74.7,152.23,73.35,23.06,5.07,Completed,0,147.49,-78.09
21478,2828,02-09-2021,Home,2,222.03,82.62,99.34,85.75,23.59,6.21,Completed,0,139.41,-45.68
21479,2828,18-09-2021,Home,1,565.36,185.61,243.11,124.05,27.6,13.81,Completed,0,379.75,12.59
21480,2829,20-02-2021,Fashion,3,1299.24,232.43,576.59,121.69,47.94,34.38,Cancelled,0,1066.81,368.53
21481,2830,20-02-2021,Grocery,4,920.67,105.05,659.94,123.62,38.59,21.88,Completed,0,815.62,32.06
21482,2830,17-04-2021,Beauty,1,1838.02,119.47,793.55,116.81,25.98,40.83,Completed,0,1718.55,808.19
21483,2830,15-06-2021,Home,2,693.57,122.69,327.98,74.3,18.61,17.32,Completed,0,570.88,168.6
21484,2830,25-07-2021,Fashion,2,402.86,22.88,189.39,88.93,26.77,11.91,Completed,0,379.98,101.66
21485,2830,16-08-2021,Electronics,1,618.74,83.65,350.01,87.56,34.81,17.74,Completed,0,535.09,97.52
21486,2830,20-09-2021,Grocery,1,902.79,61.39,618.51,106.81,24.67,20.56,Completed,0,841.4,116.08
21487,2831,10-02-2021,Grocery,4,1460.06,278,925.34,90.35,18.44,31.59,Completed,0,1182.06,166.37
21488,2831,02-05-2021,Fashion,1,327.01,57.75,159.89,129.11,35.54,6.98,Completed,0,269.26,-19.74
21489,2831,18-05-2021,Fashion,1,1348.37,158.97,626.9,148.77,41.45,38.57,Completed,0,1189.4,413.73
21490,2832,23-02-2021,Home,1,1098.9,195.16,461.6,76.71,25.35,23.8,Completed,0,903.74,365.43
21491,2832,08-03-2021,Beauty,1,1386.91,468.64,530.17,86.45,27.87,32.87,Cancelled,0,918.27,301.65
21492,2832,09-05-2021,Home,1,742.57,96.76,419.7,106.71,37.08,21.63,Completed,0,645.81,119.4
21493,2832,05-07-2021,Fashion,1,663.35,215.85,249.07,66.13,25.82,19.7,Cancelled,0,447.5,132.3
21494,2832,19-07-2021,Home,2,1213.17,377.17,635,78.29,24.16,30.19,Completed,0,836,122.71
21495,2832,09-09-2021,Beauty,4,1070.29,346.35,493.94,102.33,26.39,29.91,Completed,0,723.94,127.67
21496,2834,11-02-2021,Fashion,3,7636.43,592.59,2994.2,102.37,31.64,165.6,Completed,0,7043.84,3947.27
21497,2834,09-03-2021,Home,2,3588.77,252.29,1779.95,74.11,23.35,90.48,Completed,0,3336.48,1482.42
21498,2834,12-03-2021,Grocery,1,3107.95,319.5,2056.13,89.8,20.32,70.29,Completed,0,2788.45,642.52
21499,2834,31-03-2021,Fashion,4,1135.58,39.4,507.53,84.18,32.87,31.84,Completed,0,1096.18,504.47
21500,2834,18-04-2021,Grocery,2,3741.29,278.35,2517.29,129.98,50.85,106.68,Completed,0,3462.94,815.67
21501,2834,18-06-2021,Electronics,4,2011.31,162.31,1275.93,78.89,22.17,51.19,Completed,0,1849,494.18
21502,2834,31-07-2021,Home,1,3152.49,64.63,1756.02,90.76,20.45,65.58,Completed,0,3087.86,1241.08
21503,2834,24-08-2021,Beauty,5,1546.73,84.14,690.51,69.63,24.78,34.06,Completed,0,1462.59,702.45
21504,2834,25-09-2021,Beauty,1,2254.47,48.47,883.26,114.1,44.25,58.12,Completed,0,2206,1208.64
21505,2834,01-10-2021,Home,1,4261.31,363.06,1815.78,78.78,20.75,124.58,Completed,0,3898.25,2003.69
21506,2834,06-10-2021,Home,4,1879.54,162.02,955.96,75.16,26.04,49.48,Cancelled,0,1717.52,686.4
21507,2834,03-11-2021,Beauty,1,2165.3,123.64,895.25,74.84,21.19,62.18,Completed,0,2041.66,1071.57
21508,2834,26-11-2021,Electronics,1,1111,19.78,631.97,116.86,38.7,22.28,Completed,0,1091.22,342.39
21509,2834,29-11-2021,Fashion,3,1012.14,48.79,391.29,77.23,17.88,26.13,Completed,0,963.35,494.83
21510,2834,02-01-2022,Beauty,5,2670.08,299.32,1161.5,85.61,29.4,53.9,Completed,0,2370.76,1123.65
21511,2834,07-01-2022,Fashion,3,1443.25,84.86,612.43,129.62,47.84,33.64,Completed,0,1358.39,616.34
21512,2834,18-01-2022,Fashion,2,2795.69,309.76,1140.45,77.21,19.78,63.23,Completed,0,2485.93,1268.27
21513,2834,28-01-2022,Beauty,3,1085.07,95.59,468.88,109.39,23.45,28.27,Completed,0,989.48,411.21
21514,2834,14-03-2022,Grocery,1,1115.05,67.91,743.89,85.16,32.97,26.22,Cancelled,0,1047.14,218.09
21515,2834,04-04-2022,Beauty,1,795.81,88.97,374.66,121.45,42.12,18.84,Completed,0,706.84,210.73
21516,2834,10-04-2022,Beauty,1,2201.78,163.59,882.41,72.76,20.18,52.36,Completed,0,2038.19,1083.02
21517,2834,25-04-2022,Electronics,1,2532.19,284.11,1706.83,95.75,26.77,74.61,Completed,0,2248.08,445.5
21518,2834,28-06-2022,Electronics,2,3937.31,181.9,2225.7,117.56,43.16,86.94,Completed,0,3755.41,1412.15
21519,2834,13-07-2022,Electronics,1,1238.2,135.95,789.21,86.79,21.56,31.44,Completed,0,1102.25,226.25
21520,2834,17-08-2022,Home,4,4866.75,153.3,2514.02,107.31,39.24,135.8,Completed,0,4713.45,2092.12
21521,2834,03-09-2022,Beauty,3,4543.4,535.21,2093.95,116.54,31.66,126.48,Returned,4008.19,0,-2210.49
21522,2835,20-02-2021,Grocery,1,688.64,26.03,479.93,126.32,49.49,17.59,Completed,0,662.61,56.36
21523,2835,05-03-2021,Grocery,1,502.85,50.94,339.72,90.98,27.09,12.47,Completed,0,451.91,21.21
21524,2836,24-02-2021,Electronics,2,435.17,105.27,275.6,115.38,39.95,12.93,Returned,329.9,0,-390.98
21525,2836,22-03-2021,Beauty,4,724.86,271.89,374.87,89.27,19.28,21.68,Completed,0,452.97,-11.17
21526,2836,01-04-2021,Fashion,3,217.12,67,87.48,113.97,24.67,5.62,Completed,0,150.12,-51.33
21527,2837,18-02-2021,Electronics,1,1298.01,274.53,737.43,105.13,27.46,35.74,Returned,1023.48,0,-842.56
21528,2837,11-03-2021,Grocery,1,4052.22,964.02,2513.48,64.6,17.13,89.08,Completed,0,3088.2,510.12
21529,2837,25-03-2021,Fashion,2,5864.33,1108.36,2711.54,128.61,39.52,152.76,Completed,0,4755.97,1915.82
21530,2837,31-03-2021,Fashion,3,6784.93,867.11,2670.98,107.69,26.41,150.15,Completed,0,5917.82,3139.15
21531,2837,06-04-2021,Electronics,3,1287.55,266.91,763.29,67.06,24.71,29.54,Completed,0,1020.64,190.29
21532,2837,09-04-2021,Fashion,1,1099.86,198.74,413.52,81.68,22.15,27.95,Completed,0,901.12,405.92
21533,2837,21-04-2021,Grocery,1,4781.09,671.74,3103.59,118.69,32.86,129.97,Completed,0,4109.35,887.07
21534,2837,02-05-2021,Grocery,2,1304.79,200.68,937.54,123.02,30.51,38.27,Completed,0,1104.11,43.55
21535,2837,24-05-2021,Beauty,1,622.48,101.4,301.45,125.74,43.85,18.38,Completed,0,521.08,93.89
21536,2837,08-06-2021,Fashion,4,1258.66,197.11,569.48,111.65,41.08,29.46,Completed,0,1061.55,380.42
21537,2837,09-07-2021,Grocery,2,3349.45,759.66,2125.21,62.2,19.81,94.98,Completed,0,2589.79,402.38
21538,2837,21-07-2021,Beauty,1,2141.31,365.31,891.23,99.5,21.86,56.25,Completed,0,1776,785.27
21539,2837,01-08-2021,Electronics,1,381.92,60.5,248.47,63.98,20.33,8.22,Completed,0,321.42,8.97
21540,2837,20-08-2021,Grocery,2,654.14,71.76,419.6,90.11,28.74,19.24,Completed,0,582.38,72.67
21541,2837,04-09-2021,Home,1,3154.8,563.45,1815.79,105.55,36.21,72.37,Completed,0,2591.35,670.01
21542,2837,29-09-2021,Fashion,2,1625.52,267.89,569.96,128.34,41.48,39.12,Completed,0,1357.63,659.33
21543,2837,13-10-2021,Beauty,2,1149.29,250.78,446.57,96.45,19.54,27.61,Completed,0,898.51,355.49
21544,2838,23-02-2021,Home,1,1404.9,125.46,695.97,175.84,50.71,34.56,Completed,0,1279.44,407.63
21545,2838,30-03-2021,Home,1,181.46,27.44,94.81,170.62,44.47,4.03,Completed,0,154.02,-111.41
21546,2838,30-04-2021,Electronics,2,1276.48,215.47,836.87,187.99,40.34,29.38,Completed,0,1061.01,36.15
21547,2838,05-07-2021,Home,1,1341.02,206.52,746.26,100.55,33.96,29.72,Completed,0,1134.5,287.69
21548,2838,05-09-2021,Fashion,1,309.38,48.42,152.59,157.29,31.88,8.9,Completed,0,260.96,-48.92
21549,2838,31-10-2021,Fashion,1,842.77,129.2,365.45,197.66,58.12,22.26,Completed,0,713.57,150.46
21550,2839,11-02-2021,Grocery,1,350.51,95.06,215.37,140.66,44.62,10.1,Completed,0,255.45,-100.58
21551,2839,01-04-2021,Home,1,1157.84,400.15,559.47,98.35,31.7,32.59,Completed,0,757.69,99.87
21552,2839,08-05-2021,Beauty,1,652.64,208.65,259.12,123.12,41.71,15.93,Completed,0,443.99,61.75
21553,2839,06-06-2021,Grocery,3,1149.44,260.58,813.38,77.69,27.39,30.56,Completed,0,888.86,-2.21
21554,2840,20-02-2021,Grocery,1,981.05,339.05,663.49,110.18,29.66,27.26,Returned,642,0,-773.67
21555,2841,06-02-2021,Electronics,2,449.5,162.45,274.54,124.29,38.55,11.79,Completed,0,287.05,-111.78
21556,2842,01-03-2021,Electronics,1,726.13,190.54,400.29,124.05,36.8,15.58,Completed,0,535.59,11.25
21557,2842,11-04-2021,Electronics,2,899.47,214.97,582.89,200,42.61,23.64,Completed,0,684.5,-98.39
21558,2842,21-04-2021,Home,1,863.06,148.36,494.94,92.65,21.73,20.03,Completed,0,714.7,127.11
21559,2842,01-05-2021,Fashion,2,543.5,163.05,217.46,128.42,44.39,12.52,Returned,380.45,0,-345.88
21560,2842,12-08-2021,Grocery,2,423.53,148.96,300.96,142.12,44.1,12.24,Completed,0,274.57,-168.51
21561,2843,23-02-2021,Home,1,430.47,21.52,214.61,148.83,34.43,11.74,Completed,0,408.95,45.51
21562,2843,19-03-2021,Home,1,749.25,35.81,429.4,104.04,27.46,15.07,Completed,0,713.44,180
21563,2844,16-02-2021,Fashion,1,1735.85,46,789.5,106.2,38.84,41.34,Completed,0,1689.85,794.15
21564,2844,01-04-2021,Home,2,1141.42,125.21,533.04,76.87,16.46,30.35,Completed,0,1016.21,406.3
21565,2844,16-05-2021,Fashion,2,215.93,14.79,86.43,69.02,21.22,5.12,Completed,0,201.14,45.69
21566,2844,04-08-2021,Fashion,3,2049.28,234.23,921.81,127.98,28.47,59.01,Completed,0,1815.05,765.26
21567,2844,11-09-2021,Home,1,323.02,20.35,139.16,95.72,20.98,7.69,Completed,0,302.67,67.79
21568,2845,20-02-2021,Beauty,2,569.51,211.8,225.8,84.83,21.73,13.15,Completed,0,357.71,47.08
21569,2845,01-04-2021,Beauty,5,240.06,69.86,122.87,124.06,44.59,5.07,Completed,0,170.2,-76.73
21570,2845,25-04-2021,Fashion,1,1822.68,562.48,696.55,87.25,26.66,48.95,Completed,0,1260.2,476.4
21571,2845,25-05-2021,Fashion,2,1650.11,456.59,601.95,74.54,24.26,33.68,Completed,0,1193.52,517.03
21572,2845,03-06-2021,Home,2,578.52,123.75,290.82,117.7,41.16,15.16,Completed,0,454.77,46.25
21573,2846,17-02-2021,Fashion,3,748.24,3.97,351.08,78.34,17.39,16.33,Completed,0,744.27,314.85
21574,2846,07-03-2021,Fashion,3,715.84,22.76,281.22,77,16.67,18.44,Completed,0,693.08,334.86
21575,2846,07-05-2021,Home,1,547.46,34.16,232.76,87.13,28.57,11.29,Cancelled,0,513.3,193.41
21576,2846,09-06-2021,Grocery,2,742.66,13.66,472.04,99.68,27.47,19.37,Completed,0,729,157.28
21577,2846,18-06-2021,Electronics,1,1386.17,119.77,859.99,121.58,29.67,40.01,Completed,0,1266.4,284.83
21578,2846,29-06-2021,Grocery,1,812.89,17.15,520.93,65.52,15.29,21.87,Completed,0,795.74,209.29
21579,2847,08-02-2021,Home,2,2315.88,282.07,1034.82,101.59,32.69,53.07,Completed,0,2033.81,897.4
21580,2847,28-02-2021,Electronics,4,2866,620.2,1674.06,98.69,33.66,73.96,Completed,0,2245.8,473.05
21581,2847,27-03-2021,Fashion,3,1491.76,504.66,594.16,74.75,27.1,40.11,Completed,0,987.1,318.19
21582,2847,01-04-2021,Fashion,1,650.03,142.81,228.89,72.51,25.46,17.45,Completed,0,507.22,205.82
21583,2847,20-04-2021,Fashion,4,1111.8,390.35,470.08,92.43,27.87,29.58,Completed,0,721.45,158.94
21584,2847,26-04-2021,Grocery,3,1719.88,352.75,1121.96,120.56,25.18,46.75,Completed,0,1367.13,124.61
21585,2847,17-05-2021,Beauty,2,1751.27,486.15,732.72,91.21,24.52,43.18,Completed,0,1265.12,441.19
21586,2847,22-05-2021,Grocery,5,573.41,195.99,363.32,89.9,25.35,16.49,Completed,0,377.42,-75.8
21587,2847,26-05-2021,Beauty,2,578.38,102.37,254.51,86.89,17.48,15.38,Completed,0,476.01,134.61
21588,2847,16-07-2021,Home,1,1337.73,492.55,603.54,113.68,43.9,31.19,Completed,0,845.18,127.96
21589,2847,16-08-2021,Fashion,2,6027.3,822.12,2638.96,75.84,24.59,175.46,Completed,0,5205.18,2490.38
21590,2847,26-08-2021,Home,2,693.8,125.09,340.87,111.48,24.85,18.57,Completed,0,568.71,116.36
21591,2847,22-09-2021,Fashion,2,1865.55,659.85,748.22,112.17,30.32,45.06,Completed,0,1205.7,345.31
21592,2847,25-09-2021,Beauty,3,1018.13,341.48,391.45,105.56,21.49,26.47,Completed,0,676.65,179.64
21593,2847,16-10-2021,Fashion,3,2227.23,420.28,1106.97,111.39,34.09,64.55,Completed,0,1806.95,588.59
21594,2847,26-10-2021,Electronics,5,5384.61,1359.08,3501.11,81.91,24.21,113.55,Completed,0,4025.53,442.51
21595,2847,30-10-2021,Home,1,8691.16,3220.07,3863.05,89.81,34.47,216.06,Completed,0,5471.09,1518.23
21596,2847,02-12-2021,Electronics,1,1068.23,377.09,738.88,96.54,26.27,22.47,Completed,0,691.14,-144.28
21597,2847,14-01-2022,Fashion,1,1022.89,287.02,445.01,81.72,25.32,24.06,Completed,0,735.87,209.14
21598,2847,11-02-2022,Home,2,717.11,129.65,331.04,103.14,25.99,21.2,Completed,0,587.46,153.28
21599,2847,13-03-2022,Beauty,1,1323.15,163.54,609.72,118.31,26.15,26.51,Returned,1159.61,0,-728.03
21600,2847,20-03-2022,Beauty,1,1229.33,169.4,629.27,113.95,31.36,30.53,Returned,1059.93,0,-743.22
21601,2847,29-03-2022,Home,4,506.32,129.62,241.79,87.48,27.19,12.24,Completed,0,376.7,47.43
21602,2847,06-04-2022,Fashion,2,506.16,188.24,189.7,98.41,30.27,12.09,Completed,0,317.92,29.81
21603,2847,14-04-2022,Fashion,1,652.24,203.96,271.2,86.49,30.33,13.46,Completed,0,448.28,90.59
21604,2847,25-04-2022,Fashion,4,3124.53,547.42,1221.85,88.23,25.63,89.71,Completed,0,2577.11,1267.03
21605,2849,10-02-2021,Home,3,431.91,39,190.77,123.82,43.49,12.9,Completed,0,392.91,78.32
21606,2850,31-03-2021,Beauty,2,1662.67,464.22,815.69,71.12,22.22,37.19,Completed,0,1198.45,311.64
21607,2850,26-04-2021,Beauty,1,488.94,91.53,251.56,104.11,33.79,13.26,Completed,0,397.41,41.74
21608,2852,26-02-2021,Beauty,2,1291,430.03,543.32,102.64,33.02,27.85,Returned,860.97,0,-645.96
21609,2852,06-05-2021,Home,1,658.11,159.99,357.6,115.3,33.37,15.12,Completed,0,498.12,25.22
21610,2852,15-05-2021,Beauty,4,598.73,180.1,228.8,118.58,38.09,14.29,Completed,0,418.63,71.25
21611,2852,19-08-2021,Grocery,2,415.75,62.32,292.5,96.15,36.68,10.7,Completed,0,353.43,-35.22
21612,2852,13-10-2021,Home,2,430.04,55.39,227.18,116.34,40.99,11.04,Completed,0,374.65,31.13
21613,2852,24-11-2021,Fashion,1,572.02,172.24,226.81,127.09,44.55,15.26,Completed,0,399.78,45.88
21614,2852,18-12-2021,Grocery,1,868.49,248.47,545.05,106.27,34.5,22.13,Completed,0,620.02,-31.3
21615,2853,06-03-2021,Grocery,1,846.06,147.55,553.57,100.24,37.61,19.9,Completed,0,698.51,44.7
21616,2853,26-03-2021,Home,2,504.38,100.12,285.5,94.99,35.15,11.25,Completed,0,404.26,23.77
21617,2854,04-03-2021,Home,1,150,36.72,68.07,118.46,47.16,3.87,Completed,0,113.28,-73.25
21618,2854,13-04-2021,Grocery,1,569.4,92.19,394.87,129.25,29.01,12.66,Completed,0,477.21,-46.91
21619,2855,12-02-2021,Home,2,389.97,72.14,188.57,123.38,24.77,9.84,Completed,0,317.83,5.88
21620,2855,26-02-2021,Electronics,1,325.53,80.5,217.58,78.27,25.45,8.58,Completed,0,245.03,-50.82
21621,2855,18-05-2021,Home,1,307.34,114.27,143.27,117.2,34.93,7.94,Completed,0,193.07,-67.4
21622,2855,16-08-2021,Fashion,3,402.26,136.41,141.99,97.17,34.76,8.43,Completed,0,265.85,26.69
21623,2855,29-08-2021,Electronics,4,566.6,129.24,314.06,99.07,21.58,13.59,Completed,0,437.36,24.23
21624,2855,09-10-2021,Home,1,2767.43,733.65,1517.32,129.41,49.89,61.06,Completed,0,2033.78,387.05
21625,2855,06-11-2021,Fashion,1,872.31,161.29,382.97,75.49,21.3,18.17,Completed,0,711.02,252.56
21626,2855,26-01-2022,Fashion,2,638.66,177.04,281.53,105.93,32.52,17.62,Returned,461.62,0,-387.46
21627,2856,18-02-2021,Grocery,1,844.78,120.72,518.04,119.76,45.1,18.63,Completed,0,724.06,86.26
21628,2856,28-02-2021,Grocery,4,892.22,141.51,590.3,78.37,22.14,19.08,Completed,0,750.71,82.04
21629,2856,24-03-2021,Electronics,1,582.63,121.19,384.57,81.87,30.05,15.66,Completed,0,461.44,-5
21630,2857,07-03-2021,Home,4,607.91,29.61,350.08,89.76,33.09,17.39,Cancelled,0,578.3,138.46
21631,2857,17-04-2021,Fashion,1,1525.8,18.61,558.78,98.33,37.88,39.29,Returned,1507.19,0,-657.11
21632,2857,30-07-2021,Beauty,2,752.05,12.71,377.56,129.51,44.45,17.11,Completed,0,739.34,232.27
21633,2857,23-08-2021,Fashion,1,865.64,3.9,335.57,118.4,38.44,18.55,Completed,0,861.74,407.77
21634,2858,05-03-2021,Electronics,1,554.67,97.18,314.13,149.83,46.54,14.45,Returned,457.49,0,-463.96
21635,2858,24-06-2021,Fashion,3,637.21,77.87,316.37,181.22,42.75,12.86,Completed,0,559.34,61.75
21636,2859,05-02-2021,Beauty,1,666.39,146.14,269.83,115.36,27.92,15.41,Completed,0,520.25,135.06
21637,2860,20-02-2021,Electronics,3,228.68,10.13,131.96,115.98,30.84,5.11,Completed,0,218.55,-29.39
21638,2860,10-03-2021,Grocery,2,1476.51,33.81,1054.84,96.29,30.2,41.96,Completed,0,1442.7,291.57
21639,2862,21-02-2021,Home,2,183.55,15.01,96.11,178.14,57.3,4.58,Completed,0,168.54,-105.71
21640,2862,13-04-2021,Home,1,787.4,76.77,455.26,197.09,76.41,21.57,Completed,0,710.63,58.28
21641,2862,24-11-2021,Beauty,1,883.18,99,352.1,96.2,27.4,21.2,Completed,0,784.18,335.88
21642,2862,18-12-2021,Home,1,1400.05,144.49,785.94,199.27,66.41,35.18,Completed,0,1255.56,270.35
21643,2863,15-02-2021,Fashion,2,346.25,18.56,135.71,116.12,37.02,8.2,Completed,0,327.69,75.86
21644,2864,26-02-2021,Grocery,3,913.28,75.16,646.23,79.83,20.47,21.65,Completed,0,838.12,112.06
21645,2864,08-04-2021,Home,2,751.9,16.99,367.48,99.92,34.01,18.55,Completed,0,734.91,267.51
21646,2864,18-04-2021,Beauty,3,277.24,3.91,133.12,73.96,19.85,6.19,Completed,0,273.33,66.25
21647,2864,27-06-2021,Grocery,3,2397.4,175.49,1548.77,98.27,32.97,50.65,Completed,0,2221.91,574.87
21648,2864,28-07-2021,Home,2,1426.95,118.01,784.72,116.73,33.79,29.78,Completed,0,1308.94,407.49
21649,2864,01-11-2021,Home,2,895.11,20.05,501.34,88.7,34.36,21.49,Completed,0,875.06,285.02
21650,2864,12-11-2021,Beauty,1,1835.26,63.13,791.01,74.4,25.62,49.92,Completed,0,1772.13,906.72
21651,2864,01-01-2022,Fashion,3,346.57,41.35,156.61,89.08,29.5,10.25,Completed,0,305.22,59.53
21652,2865,17-02-2021,Home,2,347.78,48.31,200.89,92.41,19.2,9.79,Completed,0,299.47,6.17
21653,2865,02-03-2021,Grocery,2,1537.94,213.47,1046.43,102.9,28.02,31.19,Completed,0,1324.47,175.14
21654,2866,28-02-2021,Beauty,1,1009.47,27.66,469.96,121.17,32.66,23.94,Completed,0,981.81,390.68
21655,2866,23-03-2021,Beauty,1,788.07,6.7,325.64,87.02,34.1,20.39,Completed,0,781.37,368.71
21656,2866,30-03-2021,Beauty,1,886.94,99.78,385.15,124.73,39.47,24.64,Completed,0,787.16,277.28
21657,2866,31-05-2021,Electronics,2,618.72,62.49,350.26,102.61,37.67,17.26,Completed,0,556.23,103.36
21658,2867,13-02-2021,Grocery,2,2950.42,644.37,2024.74,77.36,26.43,59.97,Completed,0,2306.05,203.95
21659,2867,10-03-2021,Electronics,1,1691.61,280.47,1087.62,95.1,26.68,43.01,Completed,0,1411.14,228.42
21660,2867,21-03-2021,Electronics,2,5605,1880.48,3722.57,104.22,39.77,115.49,Completed,0,3724.52,-102.27
21661,2867,27-03-2021,Home,1,3055.1,1049.12,1561.11,122.19,35.03,63.48,Completed,0,2005.98,322.68
21662,2867,15-04-2021,Beauty,1,1401.78,252.04,598.38,102.54,40.72,40.26,Completed,0,1149.74,448.82
21663,2867,23-04-2021,Home,4,1230.45,394.73,666.12,73.7,28.76,31.69,Completed,0,835.72,95.9
21664,2867,01-05-2021,Grocery,2,4043.57,1437.08,2605.4,72.99,27.03,95.26,Completed,0,2606.49,-71.9
21665,2867,08-06-2021,Home,2,634.35,102.38,337.84,95.11,30.03,15.92,Completed,0,531.97,99.02
21666,2867,17-06-2021,Fashion,1,4430.26,1585.15,1572.57,76.81,26.98,96.48,Completed,0,2845.11,1195.73
21667,2867,20-06-2021,Electronics,2,4263.38,683.85,2802.54,93.68,37.44,116.37,Returned,3579.53,0,-2896.22
21668,2867,10-07-2021,Fashion,1,3428.68,734.42,1318.31,62.37,12.67,72.48,Completed,0,2694.26,1313.58
21669,2867,18-08-2021,Electronics,1,1575.52,543.55,947.75,100.08,22.47,34.97,Returned,1031.97,0,-1047.83
21670,2867,25-08-2021,Electronics,1,916.68,346.69,610.61,95.24,37.03,22.35,Completed,0,569.99,-135.86
21671,2867,01-09-2021,Grocery,3,628.18,148.63,405.38,98.57,30.5,18.84,Completed,0,479.55,-24.4
21672,2867,21-09-2021,Beauty,3,7074.28,1778.47,2797.55,83.84,29.28,209.63,Completed,0,5295.81,2414.42
21673,2867,02-10-2021,Fashion,1,2910.9,900.34,1077.35,119.87,37.95,82.18,Completed,0,2010.56,813.34
21674,2867,08-10-2021,Beauty,1,2215.2,515.7,1022.06,64.97,24.87,59.21,Cancelled,0,1699.5,612.47
21675,2867,19-10-2021,Electronics,2,4645.28,1083.74,3004.73,111.09,33.75,129.52,Completed,0,3561.54,445.72
21676,2867,14-11-2021,Grocery,1,4962.36,1163.18,3537.32,115.04,25.45,121.19,Completed,0,3799.18,146.82
21677,2867,25-11-2021,Home,5,773.91,143.72,373.15,93.11,35.32,18.79,Completed,0,630.19,163.93
21678,2867,25-12-2021,Home,1,2427.39,764.39,1365.42,102.2,39.06,60.44,Completed,0,1663,195.38
21679,2867,01-01-2022,Home,3,1320.39,282.17,638.54,116.02,44.24,32.36,Completed,0,1038.22,283.66
21680,2867,18-01-2022,Fashion,2,820.78,186.4,407.52,63.76,23.99,20.78,Completed,0,634.38,163.1
21681,2867,23-01-2022,Beauty,2,1239.7,459.93,590.77,85.02,20.16,34.97,Completed,0,779.77,103.98
21682,2867,27-01-2022,Electronics,2,411.28,114.54,250.92,102.75,29.52,11.59,Completed,0,296.74,-56.93
21683,2867,17-02-2022,Home,1,1181.24,208.73,615.77,76.99,16.09,31.38,Completed,0,972.51,279.75
21684,2867,02-03-2022,Electronics,3,474.4,126.85,328.95,110.36,42.23,13.72,Completed,0,347.55,-91.76
21685,2867,12-03-2022,Fashion,1,4242.61,583.78,1628.28,71.25,16.35,92.15,Completed,0,3658.83,1959.3
21686,2867,27-03-2022,Beauty,3,4416.52,573.71,2127.59,60.74,17.07,132.07,Returned,3842.81,0,-2188.33
21687,2867,04-05-2022,Electronics,1,1200.56,454.29,755.6,72.52,27.63,27.45,Returned,746.27,0,-828.12
21688,2867,16-05-2022,Beauty,5,1148.32,347.6,572.08,88.18,18.78,23.96,Completed,0,800.72,140.46
21689,2867,22-05-2022,Fashion,3,1907.67,528.04,911.14,93.27,21.41,53.65,Completed,0,1379.63,375.22
21690,2867,04-06-2022,Grocery,5,1464.66,276.67,1033.44,66.67,19.2,42.42,Completed,0,1187.99,87.88
21691,2867,04-07-2022,Beauty,3,2493.51,619.14,1222.32,102.12,22.32,71.67,Completed,0,1874.37,549.93
21692,2867,31-07-2022,Beauty,1,2302.73,776.02,880.91,92.92,29.38,69.04,Completed,0,1526.71,552.88
21693,2867,10-08-2022,Fashion,1,2536.89,665.93,1112.05,69.45,15.23,62.4,Completed,0,1870.96,689.46
21694,2867,12-09-2022,Fashion,4,2312.45,557.07,850.5,123.13,34.79,65.07,Completed,0,1755.38,781.75
21695,2867,25-09-2022,Fashion,1,3005.53,896.55,1434.5,68.9,27.11,79.05,Completed,0,2108.98,605.58
21696,2867,09-10-2022,Home,2,1425.39,192.86,689.68,116.08,24.3,38.52,Completed,0,1232.53,426.77
21697,2867,21-10-2022,Fashion,1,5859.99,1634.94,2662.78,83.59,30.9,159.36,Completed,0,4225.05,1478.68
21698,2867,21-11-2022,Electronics,1,7066.92,1626.1,4910.95,126.24,46.27,170.11,Completed,0,5440.82,403.63
21699,2868,20-02-2021,Home,1,640.36,139.85,306.04,67.23,18.98,12.88,Returned,500.51,0,-373.27
21700,2868,16-05-2021,Beauty,1,289.2,65.19,148.39,114.27,40.93,6.26,Completed,0,224.01,-38.65
21701,2869,18-03-2021,Electronics,2,615.51,64.01,428.97,128.62,35.28,16.21,Returned,551.5,0,-557.59
21702,2869,25-03-2021,Beauty,2,1484.29,116.37,621.11,72.4,19.67,37.32,Completed,0,1367.92,674.41
21703,2869,07-04-2021,Electronics,4,610.99,36.23,337.86,74.7,28.31,12.25,Completed,0,574.76,162.2
21704,2869,20-04-2021,Home,3,970.78,103.49,540.35,129.84,33.29,27.04,Completed,0,867.29,197.1
21705,2869,10-07-2021,Home,1,1024.74,44.99,462.67,80.69,27.59,20.74,Completed,0,979.75,436.39
21706,2869,23-07-2021,Home,1,608.71,44.01,350.38,91.71,33.86,16.65,Cancelled,0,564.7,122.61
21707,2869,16-08-2021,Home,1,486.51,5.4,272.11,122.94,44.38,12.43,Completed,0,481.11,86.06
