customer_id,signup_date,acquisition_channel,acquisition_month,acquisition_campaign_id,region,device_type,first_order_date,customer_status,date_of_birth,gender
27643,2022-01-24,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-01-28,Inactive,2001-11-26,F
27644,2022-01-20,Paid Ads,Jan-22,CAMP_00049,North,Mobile,,Inactive,1988-03-24,M
27645,2022-01-24,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-26,Inactive,1984-07-04,M
27646,2022-01-10,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-01-18,Inactive,1992-07-11,F
27647,2022-01-19,Referral,Jan-22,CAMP_00051,North,Web,2022-02-01,Inactive,1991-03-17,M
27648,2022-01-20,Organic,Jan-22,CAMP_00050,West,Mobile,2022-02-02,Active,1997-11-18,M
27649,2022-01-10,Referral,Jan-22,CAMP_00051,North,Mobile,2022-02-15,Inactive,1984-10-07,F
27650,2022-01-30,Influencer,Jan-22,CAMP_00052,West,Mobile,2022-02-08,Inactive,2000-06-05,F
27651,2022-01-26,Influencer,Jan-22,CAMP_00052,South,Web,,Inactive,1993-05-22,M
27652,2022-01-14,Influencer,Jan-22,CAMP_00052,West,Mobile,2022-01-23,Inactive,1978-04-21,F
27653,2022-01-26,Paid Ads,Jan-22,CAMP_00049,West,Web,2022-01-27,Inactive,1980-10-10,F
27654,2022-01-23,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,2022-02-02,Inactive,1978-06-06,F
27655,2022-01-18,Paid Ads,Jan-22,CAMP_00049,West,Mobile,2022-01-22,Inactive,1993-10-21,F
27656,2022-01-25,Organic,Jan-22,CAMP_00050,East,Mobile,2022-02-05,Inactive,1989-03-01,M
27657,2022-01-23,Referral,Jan-22,CAMP_00051,East,Mobile,2022-01-26,Active,1990-07-14,M
27658,2022-01-27,Paid Ads,Jan-22,CAMP_00049,Tier2,Web,2022-01-30,Inactive,1991-10-02,F
27659,2022-01-23,Organic,Jan-22,CAMP_00050,West,Web,2022-01-28,Inactive,1978-10-16,F
27660,2022-01-21,Influencer,Jan-22,CAMP_00052,Tier2,Mobile,2022-01-24,Inactive,1985-06-17,M
27661,2022-01-14,Referral,Jan-22,CAMP_00051,Tier2,Web,2022-02-01,Inactive,1994-05-01,M
27662,2022-01-07,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-02-04,Inactive,1970-03-29,M
27663,2022-01-03,Organic,Jan-22,CAMP_00050,North,Mobile,2022-01-22,Inactive,1982-11-11,F
27664,2022-01-26,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-02-06,Inactive,1995-02-18,M
27665,2022-01-07,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,,Inactive,1979-05-09,F
27666,2022-01-01,Organic,Jan-22,CAMP_00050,West,Mobile,,Inactive,1973-09-30,M
27667,2022-01-30,Organic,Jan-22,CAMP_00050,East,Web,2022-02-05,Active,1982-06-06,F
27668,2022-01-24,Referral,Jan-22,CAMP_00051,West,Mobile,2022-01-29,Active,1988-04-15,M
27669,2022-01-16,Influencer,Jan-22,CAMP_00052,South,Mobile,2022-01-23,Inactive,1997-03-22,M
27670,2022-01-13,Referral,Jan-22,CAMP_00051,Tier2,Web,2022-01-21,Inactive,1993-03-31,F
27671,2022-01-30,Paid Ads,Jan-22,CAMP_00049,West,Mobile,,Active,1994-06-09,F
27672,2022-01-26,Influencer,Jan-22,CAMP_00052,North,Web,,Inactive,1992-07-13,M
27673,2022-01-09,Organic,Jan-22,CAMP_00050,West,Mobile,,Inactive,1979-02-04,F
27674,2022-01-25,Referral,Jan-22,CAMP_00051,South,Mobile,2022-01-26,Inactive,1989-03-19,F
27675,2022-01-04,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-05,Inactive,1981-07-06,F
27676,2022-01-03,Organic,Jan-22,CAMP_00050,South,Mobile,2022-01-12,Active,1986-04-02,F
27677,2022-01-30,Influencer,Jan-22,CAMP_00052,West,Mobile,2022-02-04,Inactive,1985-05-10,M
27678,2022-01-11,Influencer,Jan-22,CAMP_00052,Tier2,Web,2022-01-12,Inactive,2000-01-05,M
27679,2022-01-15,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-01-17,Inactive,1991-03-15,M
27680,2022-01-22,Influencer,Jan-22,CAMP_00052,Tier2,Mobile,2022-01-30,Inactive,1989-01-23,F
27681,2022-01-07,Influencer,Jan-22,CAMP_00052,West,Mobile,2022-01-25,Inactive,1982-03-16,M
27682,2022-01-02,Influencer,Jan-22,CAMP_00052,West,Mobile,2022-01-09,Inactive,1997-03-12,F
27683,2022-01-28,Paid Ads,Jan-22,CAMP_00049,West,Mobile,2022-02-07,Active,1984-02-15,F
27684,2022-01-15,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-01-17,Inactive,1982-11-07,F
27685,2022-01-18,Paid Ads,Jan-22,CAMP_00049,South,Web,2022-01-20,Active,1987-03-13,F
27686,2022-01-23,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-01-28,Inactive,1980-05-05,F
27687,2022-01-01,Paid Ads,Jan-22,CAMP_00049,South,Mobile,,Inactive,1994-03-22,M
27688,2022-01-12,Organic,Jan-22,CAMP_00050,North,Mobile,2022-01-13,Inactive,1991-02-13,M
27689,2022-01-25,Paid Ads,Jan-22,CAMP_00049,South,Web,2022-01-26,Inactive,1995-09-27,F
27690,2022-01-17,Influencer,Jan-22,CAMP_00052,East,Mobile,2022-01-24,Inactive,1977-10-28,M
27691,2022-01-07,Referral,Jan-22,CAMP_00051,East,Web,2022-01-10,Inactive,1990-10-16,F
27692,2022-01-15,Organic,Jan-22,CAMP_00050,North,Mobile,2022-01-18,Inactive,1995-05-27,M
27693,2022-01-16,Organic,Jan-22,CAMP_00050,Tier2,Mobile,,Inactive,1978-10-01,M
27694,2022-01-24,Paid Ads,Jan-22,CAMP_00049,South,Mobile,,Inactive,1991-02-09,M
27695,2022-01-21,Influencer,Jan-22,CAMP_00052,East,Mobile,2022-01-23,Active,1985-11-21,F
27696,2022-01-31,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-02-02,Inactive,1978-06-25,F
27697,2022-01-06,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-01-07,Inactive,1988-07-15,F
27698,2022-01-25,Influencer,Jan-22,CAMP_00052,Tier2,Web,2022-01-28,Inactive,1984-02-20,F
27699,2022-01-05,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-11,Inactive,1996-11-23,F
27700,2022-01-10,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-22,Active,1990-08-26,M
27701,2022-01-19,Paid Ads,Jan-22,CAMP_00049,North,Web,2022-02-11,Inactive,1997-03-16,M
27702,2022-01-22,Influencer,Jan-22,CAMP_00052,North,Mobile,2022-02-12,Inactive,1992-03-16,F
27703,2022-01-01,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,2022-01-04,Active,1987-05-23,Other
27704,2022-01-14,Influencer,Jan-22,CAMP_00052,Tier2,Mobile,2022-01-30,Active,1966-12-14,F
27705,2022-01-04,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-07,Inactive,1985-10-12,M
27706,2022-01-22,Paid Ads,Jan-22,CAMP_00049,West,Mobile,2022-01-29,Inactive,1996-04-17,F
27707,2022-01-02,Organic,Jan-22,CAMP_00050,South,Web,,Inactive,1991-10-01,F
27708,2022-01-25,Organic,Jan-22,CAMP_00050,North,Web,,Active,1986-03-30,M
27709,2022-01-04,Referral,Jan-22,CAMP_00051,West,Mobile,2022-01-05,Inactive,1986-04-18,F
27710,2022-01-29,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-02-02,Inactive,1986-02-15,F
27711,2022-01-09,Organic,Jan-22,CAMP_00050,North,Mobile,2022-01-27,Inactive,1989-09-14,M
27712,2022-01-11,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,2022-01-17,Inactive,1976-07-20,M
27713,2022-01-26,Organic,Jan-22,CAMP_00050,West,Web,2022-01-29,Active,1978-04-15,M
27714,2022-01-18,Organic,Jan-22,CAMP_00050,South,Web,,Inactive,1996-07-30,M
27715,2022-01-04,Organic,Jan-22,CAMP_00050,West,Web,,Inactive,1984-11-08,M
27716,2022-01-04,Influencer,Jan-22,CAMP_00052,South,Mobile,2022-01-09,Inactive,1989-09-03,M
27717,2022-01-11,Organic,Jan-22,CAMP_00050,Tier2,Web,2022-01-20,Inactive,1999-11-23,M
27718,2022-01-04,Referral,Jan-22,CAMP_00051,South,Web,2022-01-12,Inactive,1992-01-30,F
27719,2022-01-24,Organic,Jan-22,CAMP_00050,South,Mobile,2022-02-13,Inactive,1995-12-24,M
27720,2022-01-27,Referral,Jan-22,CAMP_00051,West,Mobile,2022-02-02,Inactive,1988-05-23,F
27721,2022-01-08,Referral,Jan-22,CAMP_00051,East,Mobile,2022-01-18,Inactive,1983-11-29,F
27722,2022-01-12,Influencer,Jan-22,CAMP_00052,South,Mobile,2022-01-14,Inactive,1970-07-23,M
27723,2022-01-19,Referral,Jan-22,CAMP_00051,East,Mobile,2022-01-24,Inactive,1979-01-11,M
27724,2022-01-30,Referral,Jan-22,CAMP_00051,East,Mobile,2022-02-02,Inactive,1994-09-24,M
27725,2022-01-24,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-01-27,Active,1988-11-17,F
27726,2022-01-22,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-26,Active,1990-07-14,F
27727,2022-01-17,Paid Ads,Jan-22,CAMP_00049,West,Mobile,2022-01-28,Inactive,1975-01-27,M
27728,2022-01-12,Referral,Jan-22,CAMP_00051,Tier2,Mobile,2022-01-13,Inactive,1999-07-25,F
27729,2022-01-30,Influencer,Jan-22,CAMP_00052,North,Web,2022-01-31,Inactive,2001-05-20,F
27730,2022-01-28,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-02-02,Inactive,1992-10-31,F
27731,2022-01-23,Paid Ads,Jan-22,CAMP_00049,North,Web,2022-01-25,Inactive,1989-05-23,M
27732,2022-01-04,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-15,Active,1984-10-29,F
27733,2022-01-22,Referral,Jan-22,CAMP_00051,Tier2,Mobile,2022-01-31,Inactive,1982-01-16,M
27734,2022-01-01,Paid Ads,Jan-22,CAMP_00049,South,Web,2022-01-05,Inactive,1979-05-27,M
27735,2022-01-16,Organic,Jan-22,CAMP_00050,South,Web,2022-01-18,Inactive,2000-11-06,Other
27736,2022-01-13,Organic,Jan-22,CAMP_00050,West,Mobile,2022-01-14,Inactive,1981-10-09,M
27737,2022-01-12,Referral,Jan-22,CAMP_00051,South,Mobile,2022-01-13,Active,1965-01-05,F
27738,2022-01-13,Organic,Jan-22,CAMP_00050,South,Mobile,2022-01-17,Inactive,1978-07-09,F
27739,2022-01-12,Organic,Jan-22,CAMP_00050,West,Web,2022-01-13,Inactive,1985-01-22,M
27740,2022-01-08,Organic,Jan-22,CAMP_00050,South,Mobile,2022-01-09,Inactive,1984-07-30,F
27741,2022-01-22,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-30,Active,1983-01-19,F
27742,2022-01-15,Organic,Jan-22,CAMP_00050,West,Mobile,2022-02-07,Inactive,1993-02-07,F
27743,2022-01-27,Organic,Jan-22,CAMP_00050,East,Web,2022-02-05,Inactive,1982-12-30,F
27744,2022-01-13,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-16,Inactive,1985-07-06,M
27745,2022-01-09,Referral,Jan-22,CAMP_00051,East,Web,2022-01-15,Inactive,1970-05-24,M
27746,2022-01-08,Organic,Jan-22,CAMP_00050,South,Web,2022-01-14,Active,1983-10-25,F
27747,2022-01-03,Paid Ads,Jan-22,CAMP_00049,West,Web,2022-01-05,Inactive,1997-01-08,F
27748,2022-01-24,Organic,Jan-22,CAMP_00050,West,Web,2022-02-03,Inactive,1996-01-25,F
27749,2022-01-29,Organic,Jan-22,CAMP_00050,East,Mobile,2022-02-09,Inactive,1998-10-13,M
27750,2022-01-06,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-09,Inactive,1979-05-27,M
27751,2022-01-11,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-12,Inactive,1974-01-02,F
27752,2022-01-07,Paid Ads,Jan-22,CAMP_00049,East,Web,2022-01-17,Inactive,1971-04-03,M
27753,2022-01-20,Organic,Jan-22,CAMP_00050,East,Mobile,,Inactive,1973-03-03,F
27754,2022-01-26,Referral,Jan-22,CAMP_00051,North,Web,2022-01-29,Inactive,1984-01-20,M
27755,2022-01-13,Referral,Jan-22,CAMP_00051,Tier2,Web,2022-01-24,Inactive,1974-10-07,F
27756,2022-01-06,Paid Ads,Jan-22,CAMP_00049,West,Mobile,2022-01-07,Inactive,1998-08-07,M
27757,2022-01-29,Influencer,Jan-22,CAMP_00052,South,Web,2022-02-12,Active,1973-10-12,M
27758,2022-01-01,Influencer,Jan-22,CAMP_00052,South,Web,2022-01-21,Inactive,1978-09-24,F
27759,2022-01-29,Influencer,Jan-22,CAMP_00052,East,Mobile,2022-02-01,Active,1986-01-21,F
27760,2022-01-06,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-09,Inactive,1990-05-06,M
27761,2022-01-30,Organic,Jan-22,CAMP_00050,South,Mobile,2022-01-31,Active,1982-11-28,Other
27762,2022-01-06,Influencer,Jan-22,CAMP_00052,South,Web,2022-01-19,Inactive,1984-08-17,M
27763,2022-01-16,Referral,Jan-22,CAMP_00051,North,Mobile,2022-01-22,Inactive,1992-08-21,M
27764,2022-01-07,Influencer,Jan-22,CAMP_00052,West,Mobile,2022-01-08,Inactive,1983-08-03,M
27765,2022-01-18,Paid Ads,Jan-22,CAMP_00049,West,Web,2022-01-28,Active,1996-08-23,M
27766,2022-01-03,Organic,Jan-22,CAMP_00050,North,Web,2022-01-11,Inactive,1990-01-19,M
27767,2022-01-30,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-02-03,Inactive,1974-08-17,F
27768,2022-01-12,Influencer,Jan-22,CAMP_00052,Tier2,Mobile,,Inactive,1992-11-09,F
27769,2022-01-05,Organic,Jan-22,CAMP_00050,East,Mobile,,Inactive,1991-06-27,M
27770,2022-01-30,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-02-19,Inactive,1964-05-28,M
27771,2022-01-04,Influencer,Jan-22,CAMP_00052,South,Mobile,2022-01-06,Inactive,1990-07-19,M
27772,2022-01-23,Influencer,Jan-22,CAMP_00052,West,Web,2022-01-28,Inactive,1988-09-06,M
27773,2022-01-22,Referral,Jan-22,CAMP_00051,South,Mobile,2022-01-25,Inactive,1994-05-19,M
27774,2022-01-13,Referral,Jan-22,CAMP_00051,West,Mobile,2022-01-16,Active,1980-07-23,M
27775,2022-01-11,Influencer,Jan-22,CAMP_00052,North,Web,2022-01-18,Inactive,1985-03-12,M
27776,2022-01-22,Influencer,Jan-22,CAMP_00052,North,Web,2022-01-23,Inactive,1985-08-10,F
27777,2022-01-27,Organic,Jan-22,CAMP_00050,South,Mobile,2022-02-11,Inactive,1997-06-21,M
27778,2022-01-01,Influencer,Jan-22,CAMP_00052,North,Web,2022-01-09,Active,1983-11-05,F
27779,2022-01-31,Referral,Jan-22,CAMP_00051,West,Mobile,2022-02-14,Inactive,1997-05-03,F
27780,2022-01-20,Organic,Jan-22,CAMP_00050,East,Web,2022-01-23,Inactive,1972-07-07,Other
27781,2022-01-29,Paid Ads,Jan-22,CAMP_00049,East,Web,,Inactive,1983-03-09,F
27782,2022-01-24,Influencer,Jan-22,CAMP_00052,East,Mobile,,Active,1994-07-30,F
27783,2022-01-09,Referral,Jan-22,CAMP_00051,North,Mobile,2022-01-14,Inactive,1988-10-19,M
27784,2022-01-22,Organic,Jan-22,CAMP_00050,East,Mobile,,Inactive,1990-10-24,M
27785,2022-01-07,Influencer,Jan-22,CAMP_00052,Tier2,Web,2022-01-15,Inactive,1986-08-19,M
27786,2022-01-31,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-02-12,Inactive,1975-07-27,M
27787,2022-01-16,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-22,Inactive,1988-04-23,M
27788,2022-01-08,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-22,Inactive,1981-05-15,F
27789,2022-01-31,Paid Ads,Jan-22,CAMP_00049,West,Web,2022-02-03,Inactive,1983-06-19,M
27790,2022-01-26,Organic,Jan-22,CAMP_00050,North,Mobile,,Inactive,1982-03-17,M
27791,2022-01-27,Paid Ads,Jan-22,CAMP_00049,East,Web,2022-02-17,Active,1985-05-02,M
27792,2022-01-01,Influencer,Jan-22,CAMP_00052,Tier2,Web,2022-01-06,Inactive,1998-04-29,M
27793,2022-01-12,Influencer,Jan-22,CAMP_00052,West,Web,2022-02-19,Inactive,1986-07-19,F
27794,2022-01-19,Organic,Jan-22,CAMP_00050,South,Mobile,2022-02-06,Active,1983-09-06,F
27795,2022-01-30,Influencer,Jan-22,CAMP_00052,West,Web,2022-02-03,Inactive,1988-05-27,F
27796,2022-01-03,Organic,Jan-22,CAMP_00050,West,Web,2022-01-08,Inactive,1985-05-23,M
27797,2022-01-24,Organic,Jan-22,CAMP_00050,East,Mobile,,Inactive,1985-05-17,F
27798,2022-01-21,Paid Ads,Jan-22,CAMP_00049,West,Web,,Inactive,1970-06-12,F
27799,2022-01-26,Referral,Jan-22,CAMP_00051,East,Mobile,2022-01-30,Active,1981-12-21,F
27800,2022-01-08,Organic,Jan-22,CAMP_00050,South,Mobile,2022-01-10,Active,1996-02-21,F
27801,2022-01-04,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-11,Inactive,1985-09-28,M
27802,2022-01-22,Influencer,Jan-22,CAMP_00052,East,Web,2022-02-05,Inactive,1978-01-06,F
27803,2022-01-12,Influencer,Jan-22,CAMP_00052,South,Mobile,2022-01-22,Inactive,1984-09-14,F
27804,2022-01-04,Organic,Jan-22,CAMP_00050,North,Mobile,2022-01-15,Inactive,1999-04-17,F
27805,2022-01-14,Organic,Jan-22,CAMP_00050,West,Mobile,2022-01-20,Inactive,1991-05-15,F
27806,2022-01-12,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,,Inactive,1999-12-03,F
27807,2022-01-03,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-01-06,Inactive,1986-05-16,F
27808,2022-01-02,Referral,Jan-22,CAMP_00051,North,Mobile,2022-01-06,Active,1980-06-19,F
27809,2022-01-21,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-30,Active,1988-02-18,M
27810,2022-01-25,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-02-02,Inactive,1978-10-14,M
27811,2022-01-11,Referral,Jan-22,CAMP_00051,North,Mobile,2022-01-30,Inactive,1986-05-04,M
27812,2022-01-26,Referral,Jan-22,CAMP_00051,South,Mobile,,Inactive,1996-09-02,F
27813,2022-01-25,Organic,Jan-22,CAMP_00050,North,Mobile,2022-01-29,Active,1983-01-12,F
27814,2022-01-24,Organic,Jan-22,CAMP_00050,West,Web,,Inactive,1990-11-02,F
27815,2022-01-30,Referral,Jan-22,CAMP_00051,South,Mobile,2022-01-31,Inactive,1977-03-17,M
27816,2022-01-16,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-22,Inactive,1976-04-14,M
27817,2022-01-07,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-08,Inactive,1972-09-21,M
27818,2022-01-10,Organic,Jan-22,CAMP_00050,West,Mobile,2022-01-14,Inactive,1988-03-18,F
27819,2022-01-19,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-01-27,Inactive,1994-04-19,M
27820,2022-01-15,Paid Ads,Jan-22,CAMP_00049,North,Mobile,,Inactive,1992-11-09,F
27821,2022-01-17,Paid Ads,Jan-22,CAMP_00049,West,Mobile,,Inactive,1975-07-20,F
27822,2022-01-29,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-02-09,Inactive,1989-08-14,M
27823,2022-01-28,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-02-07,Inactive,1982-07-18,M
27824,2022-01-17,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-24,Inactive,1987-08-18,F
27825,2022-01-15,Paid Ads,Jan-22,CAMP_00049,West,Mobile,2022-01-30,Inactive,1978-10-20,F
27826,2022-01-13,Paid Ads,Jan-22,CAMP_00049,West,Mobile,,Inactive,1983-05-27,M
27827,2022-01-26,Influencer,Jan-22,CAMP_00052,East,Mobile,2022-02-10,Inactive,1988-12-05,M
27828,2022-01-04,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-07,Inactive,1981-03-06,F
27829,2022-01-15,Organic,Jan-22,CAMP_00050,East,Web,2022-01-20,Active,1986-04-15,M
27830,2022-01-11,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-14,Inactive,1987-12-29,Other
27831,2022-01-04,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-16,Inactive,1983-09-12,M
27832,2022-01-15,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-25,Inactive,1977-02-08,M
27833,2022-01-20,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-01-31,Inactive,1977-05-10,F
27834,2022-01-07,Influencer,Jan-22,CAMP_00052,West,Mobile,2022-01-08,Inactive,1977-03-15,F
27835,2022-01-21,Organic,Jan-22,CAMP_00050,South,Mobile,2022-01-23,Inactive,1967-10-08,F
27836,2022-01-18,Referral,Jan-22,CAMP_00051,Tier2,Web,2022-02-16,Inactive,1978-05-28,M
27837,2022-01-23,Referral,Jan-22,CAMP_00051,North,Mobile,2022-02-14,Inactive,1991-01-04,M
27838,2022-01-06,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-07,Inactive,1989-06-07,M
27839,2022-01-14,Referral,Jan-22,CAMP_00051,North,Web,,Inactive,1987-02-03,M
27840,2022-01-01,Paid Ads,Jan-22,CAMP_00049,North,Web,2022-01-25,Inactive,1980-01-14,M
27841,2022-01-10,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-15,Inactive,1983-04-28,M
27842,2022-01-24,Paid Ads,Jan-22,CAMP_00049,West,Web,2022-01-27,Inactive,1983-07-29,F
27843,2022-01-04,Paid Ads,Jan-22,CAMP_00049,South,Web,2022-01-05,Inactive,1989-03-09,M
27844,2022-01-07,Organic,Jan-22,CAMP_00050,East,Web,2022-01-09,Active,1993-01-25,M
27845,2022-01-21,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-23,Inactive,1992-09-29,M
27846,2022-01-22,Paid Ads,Jan-22,CAMP_00049,South,Mobile,2022-01-26,Active,1984-06-21,M
27847,2022-01-20,Paid Ads,Jan-22,CAMP_00049,West,Web,2022-01-23,Inactive,1987-03-14,F
27848,2022-01-25,Influencer,Jan-22,CAMP_00052,Tier2,Mobile,2022-01-28,Inactive,1986-03-20,F
27849,2022-01-14,Organic,Jan-22,CAMP_00050,North,Mobile,,Inactive,1996-07-24,F
27850,2022-01-18,Organic,Jan-22,CAMP_00050,South,Mobile,2022-02-26,Inactive,1999-05-21,F
27851,2022-01-03,Paid Ads,Jan-22,CAMP_00049,Tier2,Web,2022-01-11,Inactive,1983-03-03,F
27852,2022-01-16,Organic,Jan-22,CAMP_00050,West,Mobile,2022-01-27,Inactive,1982-03-13,M
27853,2022-01-27,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-02-08,Active,2001-09-01,M
27854,2022-01-07,Referral,Jan-22,CAMP_00051,South,Mobile,2022-01-13,Inactive,1989-09-26,M
27855,2022-01-20,Paid Ads,Jan-22,CAMP_00049,West,Web,2022-02-13,Active,1984-05-16,M
27856,2022-01-20,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-24,Inactive,1978-03-30,Other
27857,2022-01-23,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,2022-01-24,Inactive,1976-04-22,M
27858,2022-01-27,Referral,Jan-22,CAMP_00051,West,Mobile,,Inactive,1990-12-06,Other
27859,2022-01-30,Organic,Jan-22,CAMP_00050,North,Mobile,2022-02-08,Inactive,1993-08-06,M
27860,2022-01-12,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,2022-01-15,Inactive,1986-01-04,F
27861,2022-01-28,Paid Ads,Jan-22,CAMP_00049,West,Web,2022-02-07,Active,1994-07-18,M
27862,2022-01-07,Paid Ads,Jan-22,CAMP_00049,East,Mobile,2022-01-12,Inactive,1982-10-14,F
27863,2022-01-18,Influencer,Jan-22,CAMP_00052,North,Mobile,2022-02-02,Inactive,1978-09-13,Other
27864,2022-01-10,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,2022-01-12,Inactive,1989-10-16,F
27865,2022-01-23,Organic,Jan-22,CAMP_00050,South,Mobile,2022-02-04,Inactive,1989-11-11,M
27866,2022-01-22,Paid Ads,Jan-22,CAMP_00049,East,Web,,Inactive,1988-08-05,M
27867,2022-01-26,Paid Ads,Jan-22,CAMP_00049,East,Web,2022-01-27,Inactive,1978-12-28,F
27868,2022-01-10,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-11,Active,1982-04-13,M
27869,2022-01-15,Organic,Jan-22,CAMP_00050,South,Web,2022-01-16,Inactive,1986-05-04,F
27870,2022-01-09,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-23,Inactive,1997-11-27,M
27871,2022-01-01,Referral,Jan-22,CAMP_00051,East,Mobile,2022-01-03,Active,1997-09-26,F
27872,2022-01-13,Paid Ads,Jan-22,CAMP_00049,North,Web,,Inactive,1989-10-26,M
27873,2022-01-20,Referral,Jan-22,CAMP_00051,West,Mobile,2022-02-04,Active,1985-03-17,M
27874,2022-01-22,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-24,Inactive,1980-04-20,F
27875,2022-01-25,Organic,Jan-22,CAMP_00050,North,Web,2022-02-03,Inactive,1987-10-18,M
27876,2022-01-13,Influencer,Jan-22,CAMP_00052,Tier2,Mobile,2022-01-15,Inactive,1989-07-01,F
27877,2022-01-13,Organic,Jan-22,CAMP_00050,North,Web,2022-01-16,Inactive,1990-07-22,F
27878,2022-01-11,Paid Ads,Jan-22,CAMP_00049,West,Mobile,2022-01-12,Inactive,1983-10-21,M
27879,2022-01-18,Organic,Jan-22,CAMP_00050,West,Mobile,2022-02-01,Inactive,1984-01-27,F
27880,2022-01-16,Paid Ads,Jan-22,CAMP_00049,Tier2,Web,2022-01-17,Inactive,1984-11-14,F
27881,2022-01-01,Paid Ads,Jan-22,CAMP_00049,North,Mobile,2022-01-02,Inactive,1985-12-27,Other
27882,2022-01-23,Paid Ads,Jan-22,CAMP_00049,West,Mobile,2022-01-24,Active,1984-11-18,M
27883,2022-01-05,Paid Ads,Jan-22,CAMP_00049,Tier2,Mobile,,Inactive,1970-10-19,F
27884,2022-01-05,Organic,Jan-22,CAMP_00050,Tier2,Mobile,2022-01-07,Inactive,1990-03-05,F
27885,2022-01-24,Referral,Jan-22,CAMP_00051,North,Mobile,2022-02-15,Inactive,1984-07-24,M
27886,2022-01-16,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-30,Inactive,1971-04-25,M
27887,2022-01-05,Referral,Jan-22,CAMP_00051,North,Mobile,2022-01-06,Inactive,1983-05-20,F
27888,2022-01-06,Organic,Jan-22,CAMP_00050,East,Mobile,2022-01-09,Inactive,1973-08-03,F
27889,2022-01-02,Organic,Jan-22,CAMP_00050,South,Web,2022-01-05,Active,1982-08-19,M
27890,2022-01-30,Influencer,Jan-22,CAMP_00052,East,Mobile,2022-02-03,Inactive,1989-01-16,M
27891,2022-01-09,Paid Ads,Jan-22,CAMP_00049,Tier2,Web,2022-01-11,Inactive,1990-01-14,F
